Platform,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Rating,Critic_Score_Class
1,23,180,"0,07",0,0,"0,01","0,08",31,37
9,25,180,"0,06","0,01",0,"0,01","0,07",32,37
11,23,180,"0,05","0,01",0,0,"0,07",31,37
2,23,180,"0,06",0,0,0,"0,07",31,38
2,20,180,"0,06",0,0,0,"0,06",30,39
2,23,180,"0,05",0,0,0,"0,06",30,39
2,25,180,"0,05",0,0,0,"0,05",31,38
11,23,180,"0,04","0,01",0,0,"0,05",32,39
1,21,180,"0,04",0,0,0,"0,05",30,37
9,23,180,"0,04",0,0,0,"0,04",31,37
2,26,180,"0,03",0,0,0,"0,03",30,37
2,22,180,"0,03",0,0,0,"0,03",33,37
2,26,180,"0,03",0,0,0,"0,03",31,38
14,22,181,"0,41","0,17","0,3","0,05","0,92",30,39
14,22,181,"0,11","0,02","0,08","0,01","0,23",32,37
14,26,181,"0,06",0,"0,11","0,01","0,17",33,39
14,27,181,0,0,"0,06",0,"0,06",31,38
7,27,182,"0,18","0,01","0,1","0,03","0,32",31,37
13,27,182,"0,19","0,05",0,"0,01","0,24",30,38
4,27,182,"0,14",0,"0,07","0,02","0,23",33,37
16,22,182,"0,05","0,03","0,09","0,03","0,2",32,39
16,28,182,"0,09","0,01","0,06","0,04","0,2",32,38
5,22,182,"0,09",0,"0,08","0,02","0,19",32,38
1,27,182,"0,12",0,"0,06","0,01","0,19",31,38
15,25,182,"0,06","0,02",0,0,"0,08",31,40
5,25,182,"0,01",0,"0,02",0,"0,04",31,38
2,29,183,"0,9","0,12",0,"0,08","1,1",33,40
6,23,183,0,"0,04",0,"0,01","0,05",32,39
3,18,183,"0,01","0,01",0,0,"0,02",30,37
4,23,184,"0,17",0,0,"0,02","0,18",31,37
3,21,184,"0,03","0,02",0,"0,01","0,06",31,39
2,28,184,"0,04",0,0,0,"0,05",31,39
11,21,184,"0,01",0,0,0,"0,02",31,39
8,27,185,"0,03","0,02",0,0,"0,05",30,38
6,26,186,0,"0,02",0,"0,01","0,03",33,38
11,28,187,"0,03","0,01",0,0,"0,04",32,38
6,23,187,0,"0,01",0,0,"0,02",32,39
6,28,187,0,"0,01",0,0,"0,02",31,40
15,27,188,"0,14","0,05",0,0,"0,19",30,39
7,27,189,"0,05",0,0,0,"0,06",31,37
3,26,190,"0,22","0,17","0,23","0,06","0,67",31,39
3,26,190,"0,11","0,08","0,19","0,03","0,41",31,39
3,23,190,"0,09","0,07",0,"0,02","0,19",30,39
3,19,190,"0,06","0,04",0,"0,01","0,11",30,38
3,27,190,"0,05","0,04",0,"0,01","0,1",31,38
3,27,190,"0,04","0,03",0,"0,01","0,09",31,37
1,20,190,"0,06",0,0,0,"0,07",30,37
11,25,190,"0,02","0,01",0,0,"0,02",31,37
11,22,191,"0,08","0,02",0,0,"0,1",31,39
11,28,191,"0,05","0,02",0,0,"0,07",32,38
3,28,191,"0,03","0,03",0,"0,01","0,07",32,38
5,28,191,"0,02","0,01",0,"0,01","0,03",31,38
6,22,191,0,"0,02",0,0,"0,03",31,40
11,22,191,"0,02",0,0,0,"0,02",31,37
6,28,191,0,"0,01",0,0,"0,02",32,39
9,21,192,"15,02","4,91","0,24","1,69","21,86",30,38
9,23,192,"7,97","2,81","0,13","1,21","12,12",32,40
9,23,192,"7,06","1,97","0,08","0,79","9,9",32,40
9,23,192,"6,68","2,3","0,04","0,74","9,77",32,40
11,23,192,"6,82","1,53","0,05","0,08","8,49",32,40
9,23,192,"4,15","1,9","0,06","0,64","6,75",32,40
11,23,192,"4,98","1,3","0,08","0,07","6,43",32,40
9,23,192,"4,34","1,34","0,06","0,61","6,34",32,40
9,23,192,"4,05","1,59","0,07","0,5","6,21",32,40
9,18,192,"3,92","1,73","0,03","0,51","6,19",33,39
9,23,192,"3,54","1,88","0,07","0,6","6,09",32,40
9,19,192,"2,99","1,9","0,1","0,5","5,49",30,40
9,27,192,"3,59","1,08","0,05","0,38","5,1",32,40
10,23,192,"2,86","1,29","0,03","0,42","4,61",31,40
9,19,192,"2,08","1,97","0,06","0,46","4,57",30,40
9,27,192,"2,51","1,24","0,11","0,41","4,27",32,40
9,19,192,"2,35","1,27","0,03","0,41","4,05",30,40
10,23,192,"2,78","0,34",0,"0,36","3,47",32,40
10,23,192,"1,98",1,"0,03","0,3","3,31",32,40
9,27,192,"1,83","0,79","0,03","0,27","2,91",32,40
11,27,192,"1,99","0,58",0,"0,09","2,66",32,40
9,29,192,"1,55","0,8","0,04","0,25","2,63",31,40
9,23,192,"1,44","0,7","0,04","0,22","2,4",32,40
9,21,192,"1,73","0,43","0,02","0,17","2,35",33,39
9,18,192,"1,38","0,72","0,02","0,22","2,34",30,38
10,23,192,"1,45","0,59",0,"0,21","2,26",32,40
10,19,192,"1,26","0,79","0,01","0,2","2,25",30,39
11,19,192,"1,37","0,61","0,05","0,09","2,12",30,40
9,21,192,"1,45","0,41","0,01","0,16","2,04",31,40
9,19,192,"0,82","0,93","0,04","0,18","1,96",31,40
10,19,192,"0,84","0,91","0,03","0,16","1,93",30,40
11,25,192,"1,19","0,29","0,24","0,06","1,77",31,40
9,23,192,1,"0,53","0,03","0,18","1,75",32,40
9,22,192,"1,05","0,52","0,03","0,14","1,74",31,37
9,26,192,"0,45","0,95","0,02","0,2","1,62",30,40
9,26,192,"1,02","0,46",0,"0,13","1,62",30,39
10,19,192,"0,62","0,85","0,01","0,13","1,61",30,40
10,22,192,"1,06","0,35","0,01","0,15","1,57",32,39
9,23,192,"0,92","0,5","0,03","0,12","1,57",32,39
9,19,192,"0,92","0,39",0,"0,12","1,43",30,37
10,19,192,"0,51","0,78","0,01","0,11","1,41",33,40
10,22,192,"0,83","0,43",0,"0,13","1,39",32,38
9,22,192,"0,66","0,5","0,05","0,13","1,33",31,40
11,22,192,"0,92","0,2","0,07","0,04","1,23",32,40
11,21,192,"0,93","0,24",0,"0,04","1,21",30,38
10,23,192,"0,64","0,4",0,"0,1","1,14",32,40
11,26,192,"1,01","0,1",0,"0,03","1,13",31,40
9,23,192,"0,63","0,36","0,02","0,1","1,12",32,38
11,23,192,"0,85","0,23",0,"0,04","1,11",32,39
11,19,192,"0,52","0,51",0,"0,02","1,05",30,40
11,18,192,"0,74","0,21",0,"0,04","0,99",30,39
9,27,192,"0,3","0,32","0,21","0,08","0,92",31,39
9,27,192,"0,45","0,26","0,11","0,08","0,9",31,39
11,26,192,"0,65","0,19",0,"0,03","0,87",31,40
11,23,192,"0,62","0,18","0,01","0,03","0,83",32,39
10,21,192,"0,52","0,22","0,01","0,08","0,83",32,40
11,18,192,"0,69","0,11",0,"0,02","0,82",30,39
9,21,192,"0,57","0,18",0,"0,06","0,81",31,40
9,27,192,"0,38","0,29","0,03","0,08","0,78",31,38
9,21,192,"0,12","0,56",0,"0,1","0,77",31,39
9,23,192,"0,66","0,02","0,03","0,06","0,77",32,40
11,27,192,"0,48","0,19",0,"0,03","0,7",32,40
11,23,192,"0,54","0,13",0,"0,02","0,69",32,40
9,21,192,"0,33","0,25",0,"0,07","0,65",31,39
10,22,192,"0,38","0,2","0,01","0,06","0,64",32,39
11,18,192,"0,46","0,13",0,"0,02","0,61",30,39
10,18,192,"0,3","0,24","0,02","0,05","0,61",33,38
11,18,192,"0,36","0,08","0,14","0,02","0,59",32,39
9,28,192,"0,38","0,15",0,"0,05","0,58",30,38
11,23,192,"0,43","0,12",0,"0,02","0,57",31,39
11,19,192,"0,39","0,16",0,"0,02","0,57",30,40
11,20,192,"0,39","0,15",0,"0,02","0,56",30,39
9,21,192,"0,15","0,34",0,"0,06","0,55",31,38
9,21,192,"0,27","0,17",0,"0,05","0,48",30,37
9,21,192,"0,43","0,01",0,"0,04","0,48",31,39
9,26,192,"0,16","0,25","0,01","0,05","0,47",30,40
9,27,192,"0,41","0,02",0,"0,04","0,47",32,38
11,18,192,"0,36","0,08",0,"0,02","0,46",30,40
6,26,192,"0,02","0,38",0,"0,05","0,45",30,40
9,23,192,"0,26","0,1",0,"0,04","0,4",31,39
6,29,192,0,"0,33",0,"0,05","0,38",31,40
9,27,192,"0,18","0,12","0,04","0,03","0,37",32,37
11,26,192,"0,27","0,08",0,"0,01","0,36",31,40
9,22,192,"0,27","0,02","0,02","0,03","0,34",32,37
9,22,192,"0,28","0,03",0,"0,03","0,34",31,39
9,22,192,"0,14","0,14","0,02","0,03","0,33",32,38
6,27,192,"0,1","0,17",0,"0,05","0,32",32,39
11,18,192,"0,24","0,07",0,"0,01","0,32",30,39
11,28,192,"0,22","0,08",0,"0,01","0,32",31,40
11,18,192,"0,23","0,07",0,"0,01","0,31",30,39
10,22,192,"0,16","0,12",0,"0,03","0,31",32,39
11,19,192,"0,23","0,07",0,"0,01","0,3",30,39
9,27,192,"0,19","0,08",0,"0,02","0,29",31,38
11,18,192,"0,21","0,06",0,"0,01","0,29",30,40
11,25,192,"0,21","0,06",0,"0,01","0,28",31,38
11,25,192,"0,21","0,06",0,"0,01","0,27",32,38
11,19,192,"0,18","0,08",0,"0,01","0,27",30,40
11,18,192,"0,2","0,04",0,"0,01","0,25",30,40
11,22,192,"0,18","0,05",0,"0,01","0,24",31,37
9,21,192,"0,19","0,02",0,"0,02","0,23",30,37
9,22,192,"0,18",0,"0,01","0,01","0,21",32,37
10,22,192,"0,12","0,05","0,01","0,02","0,2",31,38
11,27,192,"0,14","0,04",0,"0,01","0,19",32,39
10,21,192,"0,15","0,03",0,0,"0,19",31,39
10,21,192,"0,11","0,05",0,"0,02","0,17",33,39
11,18,192,"0,13","0,04",0,"0,01","0,17",30,39
9,21,192,"0,14","0,01",0,"0,01","0,17",33,37
9,23,192,"0,12","0,01","0,02","0,01","0,15",31,38
11,22,192,"0,11","0,03",0,"0,01","0,14",30,38
11,22,192,"0,1","0,03",0,0,"0,13",31,38
11,19,192,"0,09","0,03",0,0,"0,13",31,38
11,20,192,"0,09","0,03",0,0,"0,12",31,39
11,22,192,"0,08","0,02",0,0,"0,11",31,40
11,18,192,"0,08","0,02",0,0,"0,11",30,38
11,24,192,"0,07","0,02",0,0,"0,1",30,37
11,26,192,"0,05","0,02","0,02",0,"0,1",31,40
6,29,192,"0,01","0,08",0,"0,01","0,09",31,40
6,23,192,"0,01","0,06",0,"0,02","0,09",32,39
11,22,192,"0,07","0,02",0,0,"0,09",32,40
6,29,192,"0,02","0,06",0,"0,01","0,09",31,40
6,27,192,"0,01","0,05",0,"0,01","0,07",32,40
6,26,192,0,"0,06",0,"0,01","0,07",30,40
6,29,192,0,"0,05",0,"0,01","0,06",31,40
6,29,192,"0,01","0,04",0,"0,01","0,06",33,38
6,29,192,0,"0,05",0,"0,01","0,06",30,39
6,26,192,"0,02","0,02",0,"0,01","0,05",31,40
11,22,192,"0,04","0,01",0,0,"0,05",32,40
11,25,192,"0,04","0,01",0,0,"0,05",31,37
6,29,192,"0,02","0,02",0,"0,01","0,05",31,40
6,26,192,0,"0,04",0,"0,01","0,05",30,40
6,29,192,"0,01","0,02",0,"0,01","0,04",31,40
6,23,192,"0,02","0,02",0,0,"0,04",32,40
6,29,192,0,"0,03",0,"0,01","0,03",31,40
11,20,192,"0,02","0,01",0,0,"0,03",30,38
6,27,192,0,"0,02",0,0,"0,03",32,40
6,26,192,0,"0,02",0,0,"0,02",30,39
6,22,192,0,"0,02",0,0,"0,02",32,38
9,29,192,0,"0,02",0,0,"0,02",33,39
6,26,192,"0,01","0,01",0,0,"0,02",30,38
6,23,192,0,"0,01",0,0,"0,02",32,40
6,29,192,0,"0,01",0,0,"0,01",31,39
9,20,192,0,"0,01",0,0,"0,01",30,39
10,26,192,0,"0,01",0,0,"0,01",33,39
6,20,192,0,"0,01",0,0,"0,01",30,40
6,29,192,"0,01",0,0,0,"0,01",31,40
3,19,193,"0,25","0,2",0,"0,07","0,51",30,37
3,23,193,"0,14","0,11",0,"0,04","0,29",31,38
3,23,193,"0,09","0,07",0,"0,02","0,17",31,37
8,23,193,"0,07","0,05",0,"0,01","0,12",30,38
3,19,193,"0,04","0,03",0,"0,01","0,08",30,38
7,27,193,"0,05",0,0,0,"0,06",31,38
3,20,193,"0,02","0,02",0,"0,01","0,05",31,38
2,29,193,"0,01","0,01",0,0,"0,02",33,37
3,25,194,"1,81","0,52",0,"0,15","2,49",32,39
1,21,194,"1,47","0,77",0,"0,24","2,48",30,37
4,25,194,"1,49","0,28",0,"0,23","2,01",31,39
2,24,194,"0,48","1,27",0,"0,24",2,33,39
9,25,194,"1,54","0,23",0,"0,16","1,94",31,39
1,21,194,"1,28","0,43",0,"0,17","1,88",30,37
3,25,194,"0,92","0,72",0,"0,24","1,88",32,40
3,19,194,"1,13","0,32",0,"0,22","1,67",31,40
3,18,194,"0,81","0,63",0,"0,21","1,66",30,40
3,22,194,"0,56","0,44",0,"0,15","1,15",31,39
3,25,194,"0,88","0,04",0,"0,14","1,06",32,39
11,25,194,"0,77","0,15",0,"0,04","0,96",32,40
3,18,194,"0,74","0,03",0,"0,12","0,89",32,39
3,18,194,"0,41","0,32",0,"0,11","0,83",30,39
9,23,194,"0,4","0,33","0,01","0,09","0,82",32,39
11,25,194,"0,61","0,12",0,"0,03","0,76",32,40
7,25,194,"0,67","0,01",0,"0,06","0,74",32,38
3,22,194,"0,58","0,02",0,"0,09","0,69",32,39
4,23,194,"0,33","0,23",0,"0,1","0,67",32,40
9,23,194,"0,29","0,22",0,"0,06","0,57",31,38
3,18,194,"0,28","0,22",0,"0,07","0,56",30,39
3,18,194,"0,26","0,2",0,"0,07","0,53",30,39
11,18,194,"0,4","0,11",0,"0,02","0,53",32,39
11,18,194,"0,37","0,11",0,"0,02","0,51",30,40
3,19,194,"0,24","0,19",0,"0,06","0,49",31,37
9,23,194,"0,25","0,17","0,01","0,05","0,47",32,40
3,19,194,"0,23","0,18",0,"0,06","0,47",31,37
3,18,194,"0,23","0,18",0,"0,06","0,47",30,38
3,23,194,"0,22","0,17",0,"0,06","0,45",32,39
3,18,194,"0,21","0,17",0,"0,06","0,44",30,39
3,22,194,"0,2","0,16",0,"0,05","0,42",32,39
13,25,194,"0,31","0,08",0,"0,01","0,41",32,40
3,20,194,"0,34","0,01",0,"0,06","0,41",30,37
3,21,194,"0,2","0,15",0,"0,05","0,4",31,39
3,27,194,"0,2","0,15",0,"0,05","0,4",31,37
13,22,194,"0,31","0,08",0,"0,01","0,4",33,37
3,22,194,"0,18","0,14",0,"0,05","0,37",33,37
3,23,194,"0,18","0,14",0,"0,05","0,36",32,37
3,19,194,"0,17","0,14",0,"0,05","0,36",31,37
11,22,194,"0,23","0,07",0,"0,01","0,31",32,39
11,21,194,"0,24","0,05",0,"0,01","0,31",32,39
4,23,194,"0,24","0,02",0,"0,03","0,3",32,39
3,18,194,"0,14","0,11",0,"0,04","0,3",31,39
11,23,194,"0,22","0,06",0,"0,01","0,29",32,39
3,23,194,"0,14","0,11",0,"0,04","0,29",32,40
3,27,194,"0,09","0,07","0,1","0,02","0,28",32,39
3,20,194,"0,14","0,11",0,"0,04","0,28",31,38
11,23,194,"0,22","0,05",0,"0,01","0,28",32,40
3,18,194,"0,14","0,11",0,"0,04","0,28",30,39
3,18,194,"0,14","0,11",0,"0,04","0,28",30,40
11,18,194,"0,2","0,06",0,"0,01","0,27",30,39
3,18,194,"0,13","0,1",0,"0,03","0,26",33,37
13,20,194,"0,19","0,05",0,"0,01","0,25",30,37
3,27,194,"0,12","0,09",0,"0,03","0,24",31,40
7,21,194,"0,21",0,0,"0,02","0,24",32,38
1,25,194,"0,19","0,02",0,"0,02","0,23",32,39
3,18,194,"0,11","0,09",0,"0,03","0,23",30,39
3,22,194,"0,11","0,09",0,"0,03","0,22",32,37
11,22,194,"0,16","0,05",0,"0,01","0,22",32,39
1,22,194,"0,19","0,01",0,"0,02","0,21",33,37
13,18,194,"0,16","0,04",0,"0,01","0,21",30,39
8,25,194,"0,12","0,08",0,"0,01","0,21",32,37
11,18,194,"0,15","0,04",0,"0,01","0,2",30,39
3,18,194,"0,09","0,07",0,"0,02","0,19",30,39
9,18,194,"0,17",0,0,"0,01","0,19",30,37
11,23,194,"0,14","0,04",0,"0,01","0,18",32,37
11,27,194,"0,14","0,04",0,"0,01","0,18",31,38
13,22,194,"0,14","0,04",0,0,"0,18",31,38
3,22,194,"0,09","0,07",0,"0,02","0,17",32,39
11,23,194,"0,13","0,04",0,"0,01","0,17",32,40
3,22,194,"0,08","0,07",0,"0,02","0,17",32,39
11,22,194,"0,13","0,04",0,"0,01","0,17",31,37
13,21,194,"0,13","0,03",0,0,"0,17",31,39
9,18,194,"0,15",0,0,"0,01","0,16",32,38
4,18,194,"0,13",0,0,"0,02","0,15",30,37
13,18,194,"0,11","0,03",0,0,"0,15",30,40
11,19,194,"0,11","0,03",0,"0,01","0,14",31,37
11,18,194,"0,11","0,03",0,"0,01","0,14",30,39
1,22,194,"0,12",0,0,"0,01","0,14",30,37
9,23,194,"0,1","0,01",0,"0,01","0,13",31,37
1,19,194,"0,1","0,01",0,"0,01","0,12",30,37
11,18,194,"0,08","0,02",0,0,"0,11",30,40
13,25,194,"0,09","0,02",0,0,"0,11",32,39
3,18,194,"0,05","0,04",0,"0,01","0,1",31,37
9,18,194,"0,08","0,01",0,"0,01","0,1",32,38
3,20,194,"0,05","0,04",0,"0,01","0,1",33,37
2,28,194,"0,09",0,0,"0,01","0,1",30,37
7,18,194,"0,09",0,0,"0,01","0,1",30,38
2,25,194,"0,07","0,01",0,"0,01","0,09",32,39
3,19,194,"0,04","0,03",0,"0,01","0,09",31,38
11,22,194,"0,07","0,02",0,0,"0,09",32,39
1,20,194,"0,08",0,0,"0,01","0,09",33,37
4,23,194,"0,07","0,01",0,"0,01","0,08",31,37
11,22,194,"0,06","0,02",0,0,"0,08",32,38
13,18,194,"0,06","0,02",0,0,"0,08",30,40
3,19,194,"0,03","0,03",0,"0,01","0,07",32,37
3,18,194,"0,03","0,03",0,"0,01","0,07",30,39
11,18,194,"0,05","0,01",0,0,"0,07",30,40
6,23,194,0,"0,05",0,"0,01","0,06",32,40
11,18,194,"0,04","0,01",0,0,"0,05",30,39
13,18,194,"0,03","0,01",0,0,"0,04",30,40
11,18,194,"0,03","0,01",0,0,"0,03",30,38
3,19,194,"0,01","0,01",0,0,"0,02",31,37
11,20,194,"0,02","0,01",0,0,"0,02",30,37
13,18,194,"0,02",0,0,0,"0,02",30,39
15,25,194,"0,01",0,0,0,"0,01",32,39
13,19,194,"0,01",0,0,0,"0,01",31,38
7,28,194,0,"0,01",0,0,"0,01",30,38
15,25,194,"0,01",0,0,0,"0,01",32,40
11,19,194,0,0,0,0,"0,01",31,37
6,23,194,0,0,0,0,"0,01",31,38
5,19,195,0,"0,04",0,"0,01","0,04",30,39
6,19,195,0,"0,02",0,0,"0,02",30,39
10,19,195,0,"0,01",0,0,"0,01",30,38
6,19,195,0,"0,01",0,0,"0,01",30,38
5,19,195,"0,04","0,13","0,03","0,03","0,23",30,38
5,19,195,"0,05","0,11",0,"0,03","0,18",30,39
10,19,195,"0,05","0,05",0,"0,01","0,11",30,37
6,19,195,0,"0,03",0,0,"0,03",30,38
10,22,196,0,"0,01",0,0,"0,01",31,39
5,22,196,0,0,0,0,"0,01",31,40
2,21,197,"1,15","0,4",0,"0,15","1,71",30,37
11,27,197,"0,04","0,01",0,0,"0,05",32,39
3,19,198,"0,28","0,22",0,"0,07","0,58",30,40
6,26,199,0,"0,04",0,0,"0,04",30,39
9,23,200,"0,1",0,"0,01","0,01","0,12",33,38
9,21,201,"2,15","0,76","0,01","0,26","3,17",31,40
1,21,201,"1,33","0,56",0,"0,2","2,08",31,40
1,21,201,"1,17","0,39",0,"0,15","1,71",31,40
4,21,201,"1,13","0,2",0,"0,16","1,49",31,40
9,21,201,"0,97","0,23",0,"0,11","1,3",31,40
4,21,201,"0,67","0,29",0,"0,15","1,12",31,40
1,21,201,"0,93","0,01",0,"0,08","1,02",31,40
9,21,201,"0,73","0,09",0,"0,06","0,88",31,40
1,21,201,"0,53","0,06",0,"0,04","0,63",31,40
4,21,201,"0,43","0,09",0,"0,05","0,57",31,40
7,21,201,"0,24","0,14",0,"0,1","0,49",31,39
4,21,201,"0,19","0,15",0,"0,06","0,41",31,39
9,21,201,"0,24","0,13",0,"0,04","0,41",31,39
1,21,201,"0,22","0,11",0,"0,03","0,36",31,39
4,21,201,"0,21","0,01",0,"0,02","0,24",31,38
9,21,201,"0,21",0,0,"0,02","0,23",31,38
2,21,201,"0,07","0,01",0,"0,01","0,09",33,39
3,21,202,"0,04","0,03",0,"0,01","0,07",31,38
15,21,203,3,"1,11","0,05","0,07","4,24",30,39
5,27,203,"1,07","2,22","0,23","0,62","4,14",32,40
3,25,203,"1,68","1,51","0,51","0,35","4,05",31,40
3,25,203,"0,93","1,94","0,31","0,7","3,87",31,40
3,25,203,"1,55","1,27","0,33","0,29","3,44",31,39
4,25,203,"1,2","0,97","0,17","0,42","2,75",31,39
3,25,203,"1,06","0,62","0,13","0,25","2,06",31,40
4,27,203,"0,75","0,51","0,54","0,22","2,02",32,40
3,21,203,"1,73","0,07",0,"0,02","1,82",30,39
4,27,203,"0,97","0,33","0,35","0,17","1,82",32,40
5,27,203,"0,69","0,47","0,34","0,24","1,74",32,40
3,27,203,"0,63","0,49","0,45","0,17","1,74",31,40
1,18,203,"0,97","0,4","0,14","0,15","1,67",30,38
1,21,203,"0,42","0,65","0,33","0,14","1,53",33,38
3,22,203,"1,26","0,05",0,"0,21","1,51",30,39
4,27,203,"0,6","0,47","0,21","0,23","1,51",33,40
13,25,203,"0,99","0,32","0,11","0,08","1,5",31,40
10,27,203,"0,73","0,51",0,"0,12","1,36",32,40
4,19,203,"0,24","0,7","0,16","0,26","1,36",30,39
9,25,203,"0,71","0,41","0,05","0,12","1,3",31,40
4,27,203,"0,4","0,33","0,4","0,15","1,28",31,40
3,22,203,"0,24","0,19","0,75","0,06","1,24",30,39
5,25,203,"0,45","0,49","0,11","0,19","1,23",31,39
4,27,203,"0,29","0,18","0,67","0,09","1,22",31,39
4,25,203,"0,42","0,46","0,15","0,18","1,21",31,39
4,22,203,"0,01","0,23","0,86","0,08","1,18",31,38
5,25,203,"0,32","0,53","0,13","0,16","1,14",31,38
12,25,203,"0,56","0,32","0,18","0,09","1,13",33,39
3,25,203,"0,74","0,15","0,13","0,05","1,07",31,40
4,25,203,"0,49","0,34","0,09","0,15","1,07",31,39
11,25,203,"0,78","0,18","0,03",0,1,31,40
7,26,203,"0,37","0,3","0,12","0,19","0,99",31,39
9,27,203,"0,64","0,27",0,"0,09","0,99",32,40
4,27,203,"0,28","0,18","0,45","0,07","0,98",31,39
6,22,203,"0,25","0,56",0,"0,15","0,96",32,40
4,25,203,"0,32","0,32","0,15","0,15","0,93",31,39
5,22,203,"0,29","0,38","0,1","0,13","0,91",31,39
9,22,203,"0,48","0,32","0,02","0,08","0,9",32,40
4,25,203,"0,28","0,31","0,13","0,13","0,85",31,40
4,27,203,"0,21","0,13","0,45","0,07","0,85",31,39
14,27,203,"0,44","0,19","0,14","0,06","0,84",31,39
4,23,203,"0,32","0,32","0,05","0,14","0,83",31,38
8,27,203,"0,06","0,04","0,66","0,05","0,81",31,39
4,25,203,"0,43","0,18","0,11","0,09","0,81",31,38
9,25,203,"0,43","0,27","0,01","0,07","0,78",31,39
6,27,203,"0,23","0,49",0,"0,06","0,77",32,40
4,25,203,"0,37","0,19","0,11","0,1","0,77",31,37
4,25,203,"0,35","0,23","0,07","0,09","0,75",31,40
9,27,203,"0,49","0,18","0,01","0,07","0,75",31,40
4,22,203,"0,3","0,15","0,22","0,07","0,74",31,39
3,24,203,"0,47","0,02","0,17","0,08","0,73",30,40
4,25,203,"0,27","0,24","0,14","0,08","0,73",31,39
3,26,203,"0,05","0,04","0,61","0,01","0,72",31,38
3,26,203,"0,16","0,13","0,36","0,04","0,7",31,37
7,22,203,"0,03",0,"0,62",0,"0,66",31,39
4,22,203,0,"0,19","0,42","0,05","0,66",31,39
9,25,203,"0,49","0,09","0,01","0,05","0,64",31,37
3,23,203,"0,3","0,23",0,"0,08","0,61",31,40
4,25,203,"0,27","0,18","0,09","0,07","0,61",31,37
1,21,203,"0,47","0,08","0,01","0,04","0,61",33,37
9,25,203,"0,39","0,13","0,02","0,04","0,58",31,39
8,27,203,"0,23","0,16","0,16","0,04","0,58",30,37
4,25,203,"0,05","0,02","0,5","0,01","0,58",31,39
3,22,203,"0,28","0,22",0,"0,07","0,58",31,37
3,27,203,0,0,"0,57",0,"0,57",31,39
3,25,203,"0,47","0,02",0,"0,08","0,57",31,39
4,22,203,"0,24","0,22","0,01","0,09","0,55",31,40
9,22,203,"0,3","0,19",0,"0,05","0,54",31,40
9,25,203,"0,39","0,1","0,01","0,04","0,54",31,37
4,23,203,"0,18","0,2","0,07","0,08","0,54",31,37
3,23,203,"0,26","0,2",0,"0,07","0,53",31,40
1,27,203,"0,21","0,04","0,24","0,02","0,52",31,38
9,25,203,"0,3","0,16","0,01","0,05","0,51",31,38
3,26,203,"0,15","0,12","0,2","0,04","0,51",31,39
7,25,203,"0,12","0,2","0,07","0,12","0,51",31,40
9,25,203,"0,36","0,08","0,02","0,04","0,51",31,37
14,19,203,"0,19","0,15","0,12","0,03","0,49",30,39
4,22,203,"0,09","0,06","0,32","0,03","0,49",31,37
9,22,203,"0,3","0,12","0,03","0,04","0,49",31,39
3,27,203,"0,07","0,05","0,35","0,02","0,49",31,39
5,22,203,"0,1","0,22","0,11","0,06","0,48",31,39
9,25,203,"0,26","0,14","0,01","0,04","0,44",31,39
4,25,203,"0,15","0,14","0,09","0,06","0,44",31,39
1,21,203,"0,41",0,0,"0,03","0,44",30,37
3,27,203,"0,21","0,17",0,"0,06","0,43",31,37
3,26,203,"0,09","0,07","0,25","0,02","0,43",31,39
5,25,203,"0,12","0,17","0,08","0,06","0,42",31,38
5,27,203,"0,17","0,15","0,03","0,07","0,42",31,39
4,24,203,"0,26","0,04","0,06","0,04","0,41",30,39
1,18,203,"0,14",0,"0,25","0,01","0,39",30,38
4,26,203,"0,09","0,04","0,24","0,02","0,39",31,38
14,27,203,"0,18","0,04","0,15","0,02","0,39",31,38
14,22,203,"0,05","0,04","0,28","0,01","0,39",31,39
16,27,203,"0,07","0,04","0,23","0,03","0,38",31,38
7,25,203,"0,13","0,04","0,19","0,03","0,38",31,38
3,27,203,"0,09","0,07","0,18","0,02","0,37",31,40
3,25,203,"0,08","0,06","0,21","0,02","0,36",31,37
2,27,203,"0,12","0,02","0,21","0,01","0,36",33,39
17,25,203,0,0,"0,34",0,"0,34",31,40
9,25,203,"0,19","0,11","0,01","0,03","0,34",31,40
14,25,203,"0,12","0,03","0,16","0,02","0,34",31,38
7,25,203,"0,09","0,07","0,15","0,04","0,34",31,37
3,22,203,"0,04","0,03","0,25","0,01","0,34",31,37
10,25,203,"0,19","0,11",0,"0,03","0,33",31,38
10,25,203,"0,23","0,07",0,"0,03","0,33",31,40
9,24,203,"0,14","0,02","0,15","0,02","0,32",30,39
7,25,203,"0,15","0,03","0,1","0,03","0,32",31,40
4,22,203,"0,09","0,15","0,01","0,05","0,31",31,37
4,25,203,"0,1","0,1","0,06","0,04","0,31",31,37
16,27,203,0,0,"0,3",0,"0,3",31,38
1,18,203,"0,1","0,16",0,"0,03","0,29",30,38
7,26,203,"0,06","0,05","0,15","0,03","0,29",31,39
4,28,203,"0,09","0,13","0,01","0,05","0,29",31,39
3,19,203,"0,14","0,11",0,"0,04","0,28",31,38
4,23,203,"0,1","0,12","0,02","0,05","0,28",32,38
4,22,203,"0,09","0,1","0,06","0,04","0,28",31,39
2,24,203,"0,16",0,"0,1","0,01","0,27",30,39
3,19,203,"0,06","0,05","0,14","0,02","0,27",30,39
